date,username,text,clean_text,polarity,subjectivity,sentiment,date_num,date_only
2024-07-07,user_166,The streaming on Hotstar is so smooth!,streaming hotstar smooth,0.4,0.5,Positive,739074,2024-07-07
2024-03-01,user_167,Loved the new series on SonyLIV!,loved new series sonyliv,0.41818181818181815,0.6272727272727273,Positive,738946,2024-03-01
2024-06-30,user_168,Netflix app keeps crashing lately.,netflix app keep crashing lately,-0.3,0.6,Negative,739067,2024-06-30
2024-02-15,user_169,The streaming on Netflix is so smooth!,streaming netflix smooth,0.4,0.5,Positive,738931,2024-02-15
2024-04-05,user_170,Prime Video subscription cost is too high!,prime video subscription cost high,0.16,0.54,Positive,738981,2024-04-05
2024-04-29,user_171,I might unsubscribe from Netflix soon.,might unsubscribe netflix soon,0.0,0.0,Neutral,739005,2024-04-29
2024-03-20,user_172,Prime Video app keeps crashing lately.,prime video app keep crashing lately,-0.3,0.6,Negative,738965,2024-03-20
2024-07-16,user_173,Prime Video has the best collection of shows.,prime video best collection show,1.0,0.3,Positive,739083,2024-07-16
2024-08-16,user_174,Hotstar has the best collection of shows.,hotstar best collection show,1.0,0.3,Positive,739114,2024-08-16
2024-01-26,user_175,Hotstar subscription cost is too high!,hotstar subscription cost high,0.16,0.54,Positive,738911,2024-01-26
2024-08-22,user_176,I might unsubscribe from Prime Video soon.,might unsubscribe prime video soon,0.0,0.0,Neutral,739120,2024-08-22
2024-01-29,user_177,Prime Video subscription cost is too high!,prime video subscription cost high,0.16,0.54,Positive,738914,2024-01-29
2024-04-03,user_178,The streaming on Prime Video is so smooth!,streaming prime video smooth,0.4,0.5,Positive,738979,2024-04-03
2024-08-13,user_179,"Too many ads on Netflix, please fix.",many ad netflix please fix,0.5,0.5,Positive,739111,2024-08-13
2024-05-07,user_180,Loved the new series on Netflix!,loved new series netflix,0.41818181818181815,0.6272727272727273,Positive,739013,2024-05-07
2024-02-27,user_181,The streaming on Prime Video is so smooth!,streaming prime video smooth,0.4,0.5,Positive,738943,2024-02-27
2024-09-02,user_182,Netflix has the best collection of shows.,netflix best collection show,1.0,0.3,Positive,739131,2024-09-02
2024-01-09,user_183,Buffering issues on Hotstar all the time.,buffering issue hotstar time,0.0,0.0,Neutral,738894,2024-01-09
2024-04-25,user_184,The streaming on Hotstar is so smooth!,streaming hotstar smooth,0.4,0.5,Positive,739001,2024-04-25
2024-08-12,user_185,Prime Video subscription cost is too high!,prime video subscription cost high,0.16,0.54,Positive,739110,2024-08-12
2024-03-13,user_186,The streaming on SonyLIV is so smooth!,streaming sonyliv smooth,0.4,0.5,Positive,738958,2024-03-13
2024-05-13,user_187,Loved the new series on Hotstar!,loved new series hotstar,0.41818181818181815,0.6272727272727273,Positive,739019,2024-05-13
2024-04-30,user_188,Netflix has the best collection of shows.,netflix best collection show,1.0,0.3,Positive,739006,2024-04-30
2024-07-10,user_189,Loved the new series on Hotstar!,loved new series hotstar,0.41818181818181815,0.6272727272727273,Positive,739077,2024-07-10
2024-01-20,user_190,"Too many ads on Hotstar, please fix.",many ad hotstar please fix,0.5,0.5,Positive,738905,2024-01-20
2024-01-26,user_191,I might unsubscribe from Netflix soon.,might unsubscribe netflix soon,0.0,0.0,Neutral,738911,2024-01-26
2024-05-08,user_192,I might unsubscribe from Netflix soon.,might unsubscribe netflix soon,0.0,0.0,Neutral,739014,2024-05-08
2024-03-22,user_193,I might unsubscribe from Netflix soon.,might unsubscribe netflix soon,0.0,0.0,Neutral,738967,2024-03-22
2024-09-24,user_194,"Too many ads on Prime Video, please fix.",many ad prime video please fix,0.5,0.5,Positive,739153,2024-09-24
2024-09-08,user_195,I might unsubscribe from Hotstar soon.,might unsubscribe hotstar soon,0.0,0.0,Neutral,739137,2024-09-08
2024-05-14,user_196,Netflix subscription cost is too high!,netflix subscription cost high,0.16,0.54,Positive,739020,2024-05-14
2024-07-02,user_197,SonyLIV app keeps crashing lately.,sonyliv app keep crashing lately,-0.3,0.6,Negative,739069,2024-07-02
2024-10-05,user_198,Loved the new series on Netflix!,loved new series netflix,0.41818181818181815,0.6272727272727273,Positive,739164,2024-10-05
2024-08-22,user_199,Loved the new series on Hotstar!,loved new series hotstar,0.41818181818181815,0.6272727272727273,Positive,739120,2024-08-22
2024-09-04,user_200,Hotstar has the best collection of shows.,hotstar best collection show,1.0,0.3,Positive,739133,2024-09-04
2024-10-10,user_201,Loved the new series on Netflix!,loved new series netflix,0.41818181818181815,0.6272727272727273,Positive,739169,2024-10-10
2024-06-10,user_202,Buffering issues on Hotstar all the time.,buffering issue hotstar time,0.0,0.0,Neutral,739047,2024-06-10
2024-10-14,user_203,I might unsubscribe from SonyLIV soon.,might unsubscribe sonyliv soon,0.0,0.0,Neutral,739173,2024-10-14
2024-01-22,user_204,Loved the new series on Hotstar!,loved new series hotstar,0.41818181818181815,0.6272727272727273,Positive,738907,2024-01-22
2024-09-09,user_205,Loved the new series on SonyLIV!,loved new series sonyliv,0.41818181818181815,0.6272727272727273,Positive,739138,2024-09-09
2024-05-15,user_206,The streaming on SonyLIV is so smooth!,streaming sonyliv smooth,0.4,0.5,Positive,739021,2024-05-15
2024-01-26,user_207,"Too many ads on Netflix, please fix.",many ad netflix please fix,0.5,0.5,Positive,738911,2024-01-26
2024-10-17,user_208,Buffering issues on Hotstar all the time.,buffering issue hotstar time,0.0,0.0,Neutral,739176,2024-10-17
2024-05-14,user_209,Buffering issues on Hotstar all the time.,buffering issue hotstar time,0.0,0.0,Neutral,739020,2024-05-14
2024-05-31,user_210,Prime Video app keeps crashing lately.,prime video app keep crashing lately,-0.3,0.6,Negative,739037,2024-05-31
2024-08-24,user_211,The streaming on Hotstar is so smooth!,streaming hotstar smooth,0.4,0.5,Positive,739122,2024-08-24
2024-04-15,user_212,Loved the new series on Hotstar!,loved new series hotstar,0.41818181818181815,0.6272727272727273,Positive,738991,2024-04-15
2024-08-20,user_213,Netflix has the best collection of shows.,netflix best collection show,1.0,0.3,Positive,739118,2024-08-20
2024-08-08,user_214,SonyLIV app keeps crashing lately.,sonyliv app keep crashing lately,-0.3,0.6,Negative,739106,2024-08-08
2024-07-12,user_215,The streaming on Netflix is so smooth!,streaming netflix smooth,0.4,0.5,Positive,739079,2024-07-12
2024-09-21,user_216,"Too many ads on Netflix, please fix.",many ad netflix please fix,0.5,0.5,Positive,739150,2024-09-21
2024-10-15,user_217,Buffering issues on Hotstar all the time.,buffering issue hotstar time,0.0,0.0,Neutral,739174,2024-10-15
2024-05-07,user_218,"Too many ads on Netflix, please fix.",many ad netflix please fix,0.5,0.5,Positive,739013,2024-05-07
2024-04-22,user_219,Prime Video subscription cost is too high!,prime video subscription cost high,0.16,0.54,Positive,738998,2024-04-22
2024-07-19,user_220,The streaming on Prime Video is so smooth!,streaming prime video smooth,0.4,0.5,Positive,739086,2024-07-19
2024-05-14,user_221,Loved the new series on Netflix!,loved new series netflix,0.41818181818181815,0.6272727272727273,Positive,739020,2024-05-14
2024-06-16,user_222,Loved the new series on Netflix!,loved new series netflix,0.41818181818181815,0.6272727272727273,Positive,739053,2024-06-16
2024-03-19,user_223,Hotstar has the best collection of shows.,hotstar best collection show,1.0,0.3,Positive,738964,2024-03-19
2024-05-13,user_224,Prime Video has the best collection of shows.,prime video best collection show,1.0,0.3,Positive,739019,2024-05-13
2024-03-11,user_225,"Too many ads on Netflix, please fix.",many ad netflix please fix,0.5,0.5,Positive,738956,2024-03-11
2024-08-31,user_226,The streaming on Hotstar is so smooth!,streaming hotstar smooth,0.4,0.5,Positive,739129,2024-08-31
2024-07-22,user_227,"Too many ads on Hotstar, please fix.",many ad hotstar please fix,0.5,0.5,Positive,739089,2024-07-22
2024-01-09,user_228,Loved the new series on Prime Video!,loved new series prime video,0.41818181818181815,0.6272727272727273,Positive,738894,2024-01-09
2024-04-02,user_229,Buffering issues on Netflix all the time.,buffering issue netflix time,0.0,0.0,Neutral,738978,2024-04-02
2024-06-23,user_230,"Too many ads on Hotstar, please fix.",many ad hotstar please fix,0.5,0.5,Positive,739060,2024-06-23
2024-08-28,user_231,Buffering issues on Prime Video all the time.,buffering issue prime video time,0.0,0.0,Neutral,739126,2024-08-28
2024-09-14,user_232,Buffering issues on SonyLIV all the time.,buffering issue sonyliv time,0.0,0.0,Neutral,739143,2024-09-14
2024-05-22,user_233,Loved the new series on Prime Video!,loved new series prime video,0.41818181818181815,0.6272727272727273,Positive,739028,2024-05-22
2024-09-20,user_234,The streaming on Prime Video is so smooth!,streaming prime video smooth,0.4,0.5,Positive,739149,2024-09-20
2024-04-19,user_235,Buffering issues on Hotstar all the time.,buffering issue hotstar time,0.0,0.0,Neutral,738995,2024-04-19
2024-04-28,user_236,SonyLIV app keeps crashing lately.,sonyliv app keep crashing lately,-0.3,0.6,Negative,739004,2024-04-28
2024-08-13,user_237,"Too many ads on SonyLIV, please fix.",many ad sonyliv please fix,0.5,0.5,Positive,739111,2024-08-13
2024-05-18,user_238,Buffering issues on Netflix all the time.,buffering issue netflix time,0.0,0.0,Neutral,739024,2024-05-18
2024-02-06,user_239,Hotstar has the best collection of shows.,hotstar best collection show,1.0,0.3,Positive,738922,2024-02-06
2024-02-12,user_240,"Too many ads on Hotstar, please fix.",many ad hotstar please fix,0.5,0.5,Positive,738928,2024-02-12
2024-10-17,user_241,"Too many ads on Netflix, please fix.",many ad netflix please fix,0.5,0.5,Positive,739176,2024-10-17
2024-06-06,user_242,Buffering issues on Prime Video all the time.,buffering issue prime video time,0.0,0.0,Neutral,739043,2024-06-06
2024-05-12,user_243,I might unsubscribe from SonyLIV soon.,might unsubscribe sonyliv soon,0.0,0.0,Neutral,739018,2024-05-12
2024-03-10,user_244,Hotstar has the best collection of shows.,hotstar best collection show,1.0,0.3,Positive,738955,2024-03-10
2024-01-09,user_245,"Too many ads on SonyLIV, please fix.",many ad sonyliv please fix,0.5,0.5,Positive,738894,2024-01-09
2024-02-04,user_246,The streaming on SonyLIV is so smooth!,streaming sonyliv smooth,0.4,0.5,Positive,738920,2024-02-04
2024-02-05,user_247,I might unsubscribe from Hotstar soon.,might unsubscribe hotstar soon,0.0,0.0,Neutral,738921,2024-02-05
2024-01-24,user_248,The streaming on Prime Video is so smooth!,streaming prime video smooth,0.4,0.5,Positive,738909,2024-01-24
2024-09-06,user_249,I might unsubscribe from Netflix soon.,might unsubscribe netflix soon,0.0,0.0,Neutral,739135,2024-09-06
2024-04-27,user_250,Netflix has the best collection of shows.,netflix best collection show,1.0,0.3,Positive,739003,2024-04-27
2024-05-04,user_251,"Too many ads on Netflix, please fix.",many ad netflix please fix,0.5,0.5,Positive,739010,2024-05-04
2024-10-25,user_252,I might unsubscribe from Hotstar soon.,might unsubscribe hotstar soon,0.0,0.0,Neutral,739184,2024-10-25
2024-07-10,user_253,Prime Video subscription cost is too high!,prime video subscription cost high,0.16,0.54,Positive,739077,2024-07-10
2024-03-22,user_254,Hotstar app keeps crashing lately.,hotstar app keep crashing lately,-0.3,0.6,Negative,738967,2024-03-22
2024-01-04,user_255,Buffering issues on Netflix all the time.,buffering issue netflix time,0.0,0.0,Neutral,738889,2024-01-04
2024-10-24,user_256,The streaming on SonyLIV is so smooth!,streaming sonyliv smooth,0.4,0.5,Positive,739183,2024-10-24
2024-03-27,user_257,Buffering issues on Hotstar all the time.,buffering issue hotstar time,0.0,0.0,Neutral,738972,2024-03-27
2024-05-11,user_258,Hotstar subscription cost is too high!,hotstar subscription cost high,0.16,0.54,Positive,739017,2024-05-11
2024-06-24,user_259,Netflix subscription cost is too high!,netflix subscription cost high,0.16,0.54,Positive,739061,2024-06-24
2024-01-26,user_260,Netflix has the best collection of shows.,netflix best collection show,1.0,0.3,Positive,738911,2024-01-26
2024-01-07,user_261,Loved the new series on Prime Video!,loved new series prime video,0.41818181818181815,0.6272727272727273,Positive,738892,2024-01-07
2024-03-05,user_262,"Too many ads on SonyLIV, please fix.",many ad sonyliv please fix,0.5,0.5,Positive,738950,2024-03-05
2024-09-02,user_263,Hotstar has the best collection of shows.,hotstar best collection show,1.0,0.3,Positive,739131,2024-09-02
2024-05-22,user_264,Netflix has the best collection of shows.,netflix best collection show,1.0,0.3,Positive,739028,2024-05-22
2024-06-04,user_265,Buffering issues on Netflix all the time.,buffering issue netflix time,0.0,0.0,Neutral,739041,2024-06-04
2024-06-19,user_266,Buffering issues on Hotstar all the time.,buffering issue hotstar time,0.0,0.0,Neutral,739056,2024-06-19
2024-02-29,user_267,Hotstar app keeps crashing lately.,hotstar app keep crashing lately,-0.3,0.6,Negative,738945,2024-02-29
2024-07-04,user_268,Loved the new series on Netflix!,loved new series netflix,0.41818181818181815,0.6272727272727273,Positive,739071,2024-07-04
2024-04-19,user_269,SonyLIV has the best collection of shows.,sonyliv best collection show,1.0,0.3,Positive,738995,2024-04-19
2024-03-05,user_270,SonyLIV app keeps crashing lately.,sonyliv app keep crashing lately,-0.3,0.6,Negative,738950,2024-03-05
2024-04-25,user_271,I might unsubscribe from SonyLIV soon.,might unsubscribe sonyliv soon,0.0,0.0,Neutral,739001,2024-04-25
2024-04-28,user_272,Buffering issues on Prime Video all the time.,buffering issue prime video time,0.0,0.0,Neutral,739004,2024-04-28
2024-02-08,user_273,The streaming on Hotstar is so smooth!,streaming hotstar smooth,0.4,0.5,Positive,738924,2024-02-08
2024-06-12,user_274,Netflix subscription cost is too high!,netflix subscription cost high,0.16,0.54,Positive,739049,2024-06-12
2024-08-30,user_275,I might unsubscribe from Prime Video soon.,might unsubscribe prime video soon,0.0,0.0,Neutral,739128,2024-08-30
2024-09-13,user_276,"Too many ads on SonyLIV, please fix.",many ad sonyliv please fix,0.5,0.5,Positive,739142,2024-09-13
2024-06-15,user_277,Loved the new series on Prime Video!,loved new series prime video,0.41818181818181815,0.6272727272727273,Positive,739052,2024-06-15
2024-07-10,user_278,I might unsubscribe from Hotstar soon.,might unsubscribe hotstar soon,0.0,0.0,Neutral,739077,2024-07-10
2024-06-12,user_279,Loved the new series on Netflix!,loved new series netflix,0.41818181818181815,0.6272727272727273,Positive,739049,2024-06-12
2024-10-23,user_280,Loved the new series on Netflix!,loved new series netflix,0.41818181818181815,0.6272727272727273,Positive,739182,2024-10-23
2024-09-18,user_281,Hotstar has the best collection of shows.,hotstar best collection show,1.0,0.3,Positive,739147,2024-09-18
2024-03-21,user_282,"Too many ads on SonyLIV, please fix.",many ad sonyliv please fix,0.5,0.5,Positive,738966,2024-03-21
2024-04-03,user_283,Prime Video app keeps crashing lately.,prime video app keep crashing lately,-0.3,0.6,Negative,738979,2024-04-03
2024-03-10,user_284,SonyLIV has the best collection of shows.,sonyliv best collection show,1.0,0.3,Positive,738955,2024-03-10
2024-06-21,user_285,"Too many ads on Netflix, please fix.",many ad netflix please fix,0.5,0.5,Positive,739058,2024-06-21
2024-09-15,user_286,Buffering issues on Netflix all the time.,buffering issue netflix time,0.0,0.0,Neutral,739144,2024-09-15
2024-09-25,user_287,Loved the new series on Netflix!,loved new series netflix,0.41818181818181815,0.6272727272727273,Positive,739154,2024-09-25
2024-07-27,user_288,Buffering issues on Netflix all the time.,buffering issue netflix time,0.0,0.0,Neutral,739094,2024-07-27
2024-07-22,user_289,SonyLIV subscription cost is too high!,sonyliv subscription cost high,0.16,0.54,Positive,739089,2024-07-22
2024-08-30,user_290,SonyLIV app keeps crashing lately.,sonyliv app keep crashing lately,-0.3,0.6,Negative,739128,2024-08-30
2024-08-14,user_291,SonyLIV has the best collection of shows.,sonyliv best collection show,1.0,0.3,Positive,739112,2024-08-14
2024-06-04,user_292,Prime Video subscription cost is too high!,prime video subscription cost high,0.16,0.54,Positive,739041,2024-06-04
2024-03-10,user_293,Netflix subscription cost is too high!,netflix subscription cost high,0.16,0.54,Positive,738955,2024-03-10
2024-10-01,user_294,Loved the new series on Hotstar!,loved new series hotstar,0.41818181818181815,0.6272727272727273,Positive,739160,2024-10-01
2024-05-03,user_295,Loved the new series on Hotstar!,loved new series hotstar,0.41818181818181815,0.6272727272727273,Positive,739009,2024-05-03
2024-02-05,user_296,Hotstar has the best collection of shows.,hotstar best collection show,1.0,0.3,Positive,738921,2024-02-05
2024-10-20,user_297,Prime Video has the best collection of shows.,prime video best collection show,1.0,0.3,Positive,739179,2024-10-20
2024-05-30,user_298,"Too many ads on SonyLIV, please fix.",many ad sonyliv please fix,0.5,0.5,Positive,739036,2024-05-30
2024-05-13,user_299,Prime Video subscription cost is too high!,prime video subscription cost high,0.16,0.54,Positive,739019,2024-05-13
2024-06-26,user_300,The streaming on Netflix is so smooth!,streaming netflix smooth,0.4,0.5,Positive,739063,2024-06-26
2024-02-17,user_301,Netflix subscription cost is too high!,netflix subscription cost high,0.16,0.54,Positive,738933,2024-02-17
2024-07-04,user_302,The streaming on Prime Video is so smooth!,streaming prime video smooth,0.4,0.5,Positive,739071,2024-07-04
2024-07-17,user_303,"Too many ads on SonyLIV, please fix.",many ad sonyliv please fix,0.5,0.5,Positive,739084,2024-07-17
2024-01-05,user_304,I might unsubscribe from Prime Video soon.,might unsubscribe prime video soon,0.0,0.0,Neutral,738890,2024-01-05
2024-08-27,user_305,Buffering issues on SonyLIV all the time.,buffering issue sonyliv time,0.0,0.0,Neutral,739125,2024-08-27
2024-03-02,user_306,Loved the new series on Netflix!,loved new series netflix,0.41818181818181815,0.6272727272727273,Positive,738947,2024-03-02
2024-08-25,user_307,SonyLIV subscription cost is too high!,sonyliv subscription cost high,0.16,0.54,Positive,739123,2024-08-25
2024-05-23,user_308,Loved the new series on Prime Video!,loved new series prime video,0.41818181818181815,0.6272727272727273,Positive,739029,2024-05-23
2024-07-08,user_309,I might unsubscribe from SonyLIV soon.,might unsubscribe sonyliv soon,0.0,0.0,Neutral,739075,2024-07-08
2024-09-08,user_310,The streaming on Prime Video is so smooth!,streaming prime video smooth,0.4,0.5,Positive,739137,2024-09-08
2024-10-07,user_311,Loved the new series on Hotstar!,loved new series hotstar,0.41818181818181815,0.6272727272727273,Positive,739166,2024-10-07
2024-07-23,user_312,The streaming on Hotstar is so smooth!,streaming hotstar smooth,0.4,0.5,Positive,739090,2024-07-23
2024-10-11,user_313,SonyLIV has the best collection of shows.,sonyliv best collection show,1.0,0.3,Positive,739170,2024-10-11
2024-08-05,user_314,Netflix subscription cost is too high!,netflix subscription cost high,0.16,0.54,Positive,739103,2024-08-05
2024-07-09,user_315,Loved the new series on Netflix!,loved new series netflix,0.41818181818181815,0.6272727272727273,Positive,739076,2024-07-09
2024-02-13,user_316,"Too many ads on Prime Video, please fix.",many ad prime video please fix,0.5,0.5,Positive,738929,2024-02-13
2024-04-23,user_317,The streaming on SonyLIV is so smooth!,streaming sonyliv smooth,0.4,0.5,Positive,738999,2024-04-23
2024-10-01,user_318,SonyLIV has the best collection of shows.,sonyliv best collection show,1.0,0.3,Positive,739160,2024-10-01
2024-08-18,user_319,The streaming on SonyLIV is so smooth!,streaming sonyliv smooth,0.4,0.5,Positive,739116,2024-08-18
2024-10-09,user_320,Loved the new series on Hotstar!,loved new series hotstar,0.41818181818181815,0.6272727272727273,Positive,739168,2024-10-09
2024-02-29,user_321,SonyLIV app keeps crashing lately.,sonyliv app keep crashing lately,-0.3,0.6,Negative,738945,2024-02-29
2024-07-24,user_322,Prime Video has the best collection of shows.,prime video best collection show,1.0,0.3,Positive,739091,2024-07-24
2024-01-23,user_323,Buffering issues on Netflix all the time.,buffering issue netflix time,0.0,0.0,Neutral,738908,2024-01-23
2024-02-18,user_324,SonyLIV subscription cost is too high!,sonyliv subscription cost high,0.16,0.54,Positive,738934,2024-02-18
2024-01-24,user_325,"Too many ads on SonyLIV, please fix.",many ad sonyliv please fix,0.5,0.5,Positive,738909,2024-01-24
2024-02-07,user_326,Hotstar subscription cost is too high!,hotstar subscription cost high,0.16,0.54,Positive,738923,2024-02-07
2024-08-07,user_327,I might unsubscribe from Prime Video soon.,might unsubscribe prime video soon,0.0,0.0,Neutral,739105,2024-08-07
2024-09-08,user_328,"Too many ads on Hotstar, please fix.",many ad hotstar please fix,0.5,0.5,Positive,739137,2024-09-08
2024-05-03,user_329,Hotstar app keeps crashing lately.,hotstar app keep crashing lately,-0.3,0.6,Negative,739009,2024-05-03
2024-06-17,user_330,Loved the new series on SonyLIV!,loved new series sonyliv,0.41818181818181815,0.6272727272727273,Positive,739054,2024-06-17
2024-10-02,user_331,I might unsubscribe from SonyLIV soon.,might unsubscribe sonyliv soon,0.0,0.0,Neutral,739161,2024-10-02
